index, score
0, 1.8863079276343342e-06
1, 1.0374536032031756e-05
2, 5.440356289909687e-06
3, 0.7755006551742554
4, 1.4836804439255502e-05
5, 1.5318420992116444e-05
6, 3.7484101085283328e-06
7, 2.6681723284127656e-06
8, 6.323603156488389e-05
9, 3.993187874584692e-06
10, 3.346433231854462e-06
11, 3.931617357011419e-06
12, 4.104114395886427e-06
13, 6.508216029033065e-05
14, 5.363648597267456e-06
15, 1.6827517583806184e-06
16, 0.752717912197113
17, 0.873072624206543
18, 1.538987817184534e-05
19, 1.311409050686052e-05
20, 0.00010366747301304713
21, 3.5472651234158548e-06
22, 9.82191181719827e-07
23, 9.266024790122174e-06
24, 3.574843140086159e-05
25, 1.5318420992116444e-05
26, 4.778885340783745e-05
27, 6.804903023294173e-06
28, 1.3054290093350573e-06
29, 0.003695313585922122
30, 0.7052181363105774
31, 0.6604886651039124
32, 6.804903023294173e-06
33, 4.3136860767845064e-06
34, 2.5777229893719777e-05
35, 1.6827517583806184e-06
36, 2.2017406990926247e-06
37, 3.063327767449664e-06
38, 1.701763721939642e-05
39, 2.0180845240247436e-05
40, 3.6122371511737583e-06
41, 5.026107373851119e-06
42, 1.0374536032031756e-05
43, 0.7265484929084778
44, 5.80005348638224e-07
45, 1.5405995554829133e-06
46, 0.8122085928916931
47, 3.1306717573897913e-06
48, 2.904908251366578e-05
49, 0.000312252581352368
50, 0.6859164237976074
51, 0.8854891061782837
52, 3.231738446629606e-06
53, 7.394073691102676e-06
54, 4.110193003725726e-06
55, 6.059902716515353e-06
56, 0.7107152342796326
57, 3.918678339687176e-05
58, 3.4932359085360076e-06
59, 0.6978611946105957
60, 2.1079127691336907e-05
61, 3.5289265269966563e-06
62, 4.5367640268523246e-05
63, 8.731387424631976e-06
64, 3.346433231854462e-06
65, 3.254846433264902e-06
66, 2.3925062123453245e-05
67, 2.0322004274930805e-05
68, 0.9174455404281616
69, 8.339819760294631e-05
70, 3.51464404957369e-05
71, 0.826628565788269
72, 4.989065928384662e-05
73, 0.8010019063949585
74, 9.179520930047147e-06
75, 5.363648597267456e-06
76, 2.32222168961016e-06
77, 2.22328908421332e-05
78, 1.1422523584769806e-06
79, 5.3496794862439856e-05
80, 6.059902716515353e-06
81, 1.805719148251228e-05
82, 0.7168472409248352
83, 1.6827517583806184e-06
84, 6.735874649166362e-06
85, 0.00010273387306369841
86, 1.7445985633912642e-07
87, 0.7706688046455383
88, 1.8107943105860613e-05
89, 8.440311830781866e-06
90, 6.344137091218727e-06
91, 4.725613507616799e-06
92, 6.115672476880718e-06
93, 0.6734554767608643
94, 6.43085950287059e-05
95, 2.5758356059668586e-05
96, 2.9807792998326477e-06
97, 1.5318420992116444e-05
98, 6.804903023294173e-06
99, 8.459264790872112e-06
100, 4.307840299588861e-06
101, 1.0374536032031756e-05
102, 5.9756844166258816e-06
103, 1.4912200640537776e-05
104, 4.161140896030702e-05
105, 6.796523393859388e-06
106, 1.9537330445018597e-05
107, 1.2052124702677247e-06
108, 0.7294159531593323
109, 0.7410926818847656
110, 0.7386208772659302
111, 0.8382773399353027
112, 8.210639634853578e-07
113, 4.3661993913701735e-06
114, 2.2232743503991514e-05
115, 1.7337382814730518e-05
116, 3.3737527701305225e-05
117, 2.6803461878444068e-05
118, 0.6417104005813599
119, 1.0374536032031756e-05
120, 1.0374536032031756e-05
121, 2.9393588647508295e-06
122, 3.254846433264902e-06
123, 1.0482602192496415e-05
124, 2.84098291558621e-06
125, 3.3505193641758524e-07
126, 6.804903023294173e-06
127, 2.3925062123453245e-05
128, 9.33317824092228e-06
129, 9.98912364593707e-05
130, 6.059902716515353e-06
131, 3.231738446629606e-06
132, 9.82191181719827e-07
133, 0.7649174928665161
134, 2.3485927158617415e-05
135, 1.5274657926056534e-05
136, 9.42695842240937e-05
137, 0.7272540926933289
138, 1.4989909686846659e-05
139, 7.487706170650199e-06
140, 5.72909448237624e-06
141, 5.3453113650903106e-06
142, 2.692240923352074e-05
143, 6.250952992559178e-06
144, 1.0374536032031756e-05
145, 1.5065033949213102e-05
146, 1.0374536032031756e-05
147, 2.6106912628165446e-05
148, 2.713150479394244e-06
149, 9.378723007102963e-07
150, 1.0554908840276767e-05
151, 1.0374536032031756e-05
152, 1.4989909686846659e-05
153, 3.789455513469875e-05
154, 1.152536515292013e-05
155, 1.7052134353434667e-06
156, 1.168500239145942e-05
157, 7.249047030200018e-06
158, 7.376666326308623e-05
159, 4.3632505253299314e-07
160, 0.6651958227157593
161, 1.006964794214582e-06
162, 0.9444471001625061
163, 7.5061811912746634e-06
164, 2.61715249507688e-05
165, 2.0388965822348837e-06
166, 3.2264368201140314e-05
167, 2.9393588647508295e-06
168, 1.31006909214193e-05
169, 8.459264790872112e-06
170, 3.024615944013931e-05
171, 6.508216029033065e-05
172, 1.4811739674769342e-05
173, 2.6594523660605773e-05
174, 2.9393588647508295e-06
175, 6.409894558601081e-05
176, 6.991670602474187e-07
177, 2.9281370643730043e-06
178, 3.5925449992646463e-06
179, 8.424710358667653e-06
180, 0.00016755505930632353
181, 9.873801172943786e-05
182, 3.442387969698757e-05
183, 5.424061237135902e-05
184, 1.5065033949213102e-05
185, 2.0453392153285677e-06
186, 1.0010260666604154e-05
187, 3.451705879342626e-06
188, 1.5318420992116444e-05
189, 0.7715014219284058
190, 0.7638712525367737
191, 0.75786292552948
192, 1.8250913171868888e-06
193, 3.51464404957369e-05
194, 9.534220225759782e-06
195, 6.804903023294173e-06
196, 2.7582589154917514e-06
197, 1.5065033949213102e-05
198, 2.9526904654630926e-06
199, 1.0608707270876039e-05
200, 2.3752609195071273e-06
201, 2.3752609195071273e-06
202, 1.4455695236392785e-06
203, 3.346433231854462e-06
204, 6.839120487711625e-07
205, 8.277112897303596e-07
206, 1.4989909686846659e-05
207, 2.5758356059668586e-05
208, 2.5758356059668586e-05
209, 3.912223746738164e-06
210, 1.5065033949213102e-05
211, 5.264864284981741e-06
212, 0.00029289780650287867
213, 2.5629942683735862e-06
214, 2.0180845240247436e-05
215, 0.7478911876678467
216, 2.9101265681674704e-05
217, 4.4713546230923384e-05
218, 0.8545297384262085
219, 7.25363952369662e-06
220, 0.7283216714859009
221, 6.4621667661413085e-06
222, 2.3752609195071273e-06
223, 1.3749467143497895e-05
224, 3.886912963935174e-06
225, 5.546575994230807e-05
226, 2.38706616073614e-05
227, 4.535967832453025e-07
228, 0.7801563143730164
229, 1.2384709862089949e-06
230, 8.459264790872112e-06
231, 9.906067134579644e-05
232, 4.6712448238395154e-06
233, 0.8194244503974915
234, 2.32222168961016e-06
235, 1.74613762737863e-06
236, 4.185242505627684e-05
237, 9.211744327330962e-05
238, 3.691605797939701e-06
239, 9.367393431602977e-06
240, 0.7514390349388123
241, 0.8732427954673767
242, 1.5502302630920894e-05
243, 1.5318420992116444e-05
244, 2.1986636056681164e-05
245, 0.00010366747301304713
246, 1.31006909214193e-05
247, 0.75971519947052
248, 1.2413034710334614e-05
249, 6.395867967512459e-05
250, 6.436700641643256e-05
251, 1.5318420992116444e-05
252, 2.713150479394244e-06
253, 9.565384971210733e-06
254, 6.189249234012095e-06
255, 6.804903023294173e-06
256, 5.849068475072272e-05
257, 9.070673513633665e-06
258, 0.7232692241668701
259, 6.130808742454974e-06
260, 1.8250913171868888e-06
261, 4.5908700485597365e-06
262, 6.059902716515353e-06
263, 0.8782069683074951
264, 1.379018272018584e-06
265, 9.82191181719827e-07
266, 6.250952992559178e-06
267, 4.059535513079027e-06
268, 0.7404562830924988
269, 9.266024790122174e-06
270, 1.6544976460863836e-05
271, 4.989065928384662e-05
272, 6.177617137836933e-07
273, 6.887747440487146e-05
274, 2.6484827685635537e-05
275, 7.685214950470254e-05
276, 0.6341997385025024
277, 3.831528658793104e-07
278, 0.7396703362464905
279, 1.9077016986557283e-05
280, 1.018995408230694e-05
281, 3.683755949168699e-06
282, 2.5758356059668586e-05
283, 4.6768718675593846e-07
284, 1.2052124702677247e-06
285, 2.5613731850171462e-05
286, 7.10247186361812e-05
287, 0.00032536391518078744
288, 2.1047819700470427e-06
289, 8.22296988189919e-06
290, 2.8954611934750574e-06
291, 0.769338846206665
292, 7.313399805752852e-07
293, 1.1139028401885298e-06
294, 8.278388122562319e-06
295, 1.8796188214764697e-06
296, 6.508216029033065e-05
297, 1.4836804439255502e-05
298, 1.421526940248441e-05
299, 0.7266220450401306
300, 1.9260092813055962e-05
301, 2.84098291558621e-06
302, 5.409181085269665e-06
303, 0.9347870945930481
304, 3.931617357011419e-06
305, 2.430656650176388e-06
306, 8.326670467795338e-06
307, 1.4836804439255502e-05
308, 2.653958063092432e-06
309, 1.7943771979389567e-07
