index, score
0, 0.0024301779846122216
1, 0.0038690677265925356
2, 0.0032819902021735325
3, 0.754522165527981
4, 0.0035017709815317265
5, 0.0033686649743224066
6, 0.0029427888630234665
7, 0.0032294943730423525
8, 0.0036668061856881006
9, 0.003822990672478649
10, 0.003090450612372954
11, 0.004007305820403897
12, 0.0038561474105133276
13, 0.005375252226315318
14, 0.0024244242571404345
15, 0.0024260265057205284
16, 0.6314372578480539
17, 0.9993309930788339
18, 0.0032623804119185093
19, 0.002919060674650888
20, 0.00410835362658495
21, 0.0018437862061771286
22, 0.002341955498938815
23, 0.0030008994124254124
24, 0.0034504457939953112
25, 0.0033686649743224066
26, 0.002889037390706231
27, 0.002515527487019468
28, 0.0027902594971023586
29, 0.008913659653746436
30, 0.6630147906042064
31, 0.6623793715528505
32, 0.002515527487019468
33, 0.002687207705249867
34, 0.004018945060766126
35, 0.0024260265057205284
36, 0.0024710475751265185
37, 0.0019165300786298065
38, 0.0031160013837848955
39, 0.003116886798956082
40, 0.0026631476688634475
41, 0.002899128214694913
42, 0.0038690677265925356
43, 0.6725547279070399
44, 0.0027506124066952143
45, 0.002190854966707649
46, 0.7630424656751748
47, 0.0023377162441591635
48, 0.0034907821249352718
49, 0.002141206548854727
50, 0.7142971213292625
51, 0.9992039949949255
52, 0.0025177426932795305
53, 0.004834837675549289
54, 0.0029902070969256194
55, 0.0033615532710058274
56, 0.7266606542405606
57, 0.003899588488481223
58, 0.003228015008472898
59, 0.6448008376545717
60, 0.0032671409680200157
61, 0.003197555826061526
62, 0.0028359134609095326
63, 0.0035250034461303563
64, 0.003090450612372954
65, 0.003855875009209001
66, 0.0035397328932695814
67, 0.0042161174322525325
68, 0.9994424926590495
69, 0.0033345419102879955
70, 0.003878749900985394
71, 0.7718877408912965
72, 0.004216587190739881
73, 0.7020249297494543
74, 0.0026411926196984936
75, 0.0024244242571404345
76, 0.003182212559753311
77, 0.003875228539525827
78, 0.0028756256335806807
79, 0.00373318458019726
80, 0.0033615532710058274
81, 0.0039931352894052325
82, 0.6284940631796355
83, 0.0024260265057205284
84, 0.0028108223312929915
85, 0.0014499458644568314
86, 0.0018619765361055317
87, 0.7441087362714398
88, 0.0030252286193256026
89, 0.004473951730964345
90, 0.003025210987521184
91, 0.002249803610735821
92, 0.0023327166508007985
93, 0.6098807013462244
94, 0.005578363017113564
95, 0.004459146730246293
96, 0.002897787590093669
97, 0.0033686649743224066
98, 0.002515527487019468
99, 0.0030964339297762876
100, 0.0037661400943105787
101, 0.0038690677265925356
102, 0.0030376924222906138
103, 0.004476520806557316
104, 0.002496320096647146
105, 0.0027685471419986373
106, 0.0024000250178370123
107, 0.002033655893731867
108, 0.6799723245851663
109, 0.7277819539503706
110, 0.6491991719217529
111, 0.7468496515047729
112, 0.002794487968522065
113, 0.0029867207705331434
114, 0.004212010695668472
115, 0.004306152044045948
116, 0.0026829839144888144
117, 0.0031380105882767213
118, 0.6822163372379356
119, 0.0038690677265925356
120, 0.0038690677265925356
121, 0.0026184592277259605
122, 0.003855875009209001
123, 0.0023326097647710558
124, 0.002028642942555305
125, 0.0019321373786327669
126, 0.002515527487019468
127, 0.0035397328932695814
128, 0.0031901334232601773
129, 0.004887181412899417
130, 0.0033615532710058274
131, 0.0025177426932795305
132, 0.002341955498938815
133, 0.75848617039834
134, 0.003587439152706938
135, 0.0024913513413016043
136, 0.0027549126869219043
137, 0.7741531606083036
138, 0.003361530837978902
139, 0.004346124527360175
140, 0.0035583205644515474
141, 0.0020183442895870037
142, 0.0030075285627278437
143, 0.004004794581647597
144, 0.0038690677265925356
145, 0.004014639551443403
146, 0.0038690677265925356
147, 0.0032340335183104556
148, 0.002691687777597778
149, 0.002840083373341222
150, 0.0026847160874051566
151, 0.0038690677265925356
152, 0.003361530837978902
153, 0.004443564614924815
154, 0.003571684668137035
155, 0.002970295382766743
156, 0.0025882023237579093
157, 0.003573001243705991
158, 0.002484127004494152
159, 0.00328681857351328
160, 0.6030342137419561
161, 0.0034891443069152415
162, 0.9994202476188448
163, 0.0035240665102018766
164, 0.003958382950909887
165, 0.0029233486614039495
166, 0.0043540886481985095
167, 0.0026184592277259605
168, 0.003364097241776706
169, 0.0030964339297762876
170, 0.0033687760710672207
171, 0.005375252226315318
172, 0.003492662413186412
173, 0.0042911458856155025
174, 0.0026184592277259605
175, 0.0023175182395540036
176, 0.001874271891627596
177, 0.0031811380791632615
178, 0.004453955638005388
179, 0.003149353749777302
180, 0.0026920689468712387
181, 0.002152253661103518
182, 0.0028923864476554074
183, 0.003125038263284895
184, 0.004014639551443403
185, 0.0025456988437050883
186, 0.003982419309156474
187, 0.0033526735600003348
188, 0.0033686649743224066
189, 0.6997963264335789
190, 0.7322918572136999
191, 0.6827879301129983
192, 0.0021881514834919034
193, 0.003878749900985394
194, 0.0020831317000799808
195, 0.002515527487019468
196, 0.0021712473366386747
197, 0.004014639551443403
198, 0.002086372952211149
199, 0.0022488649488022257
200, 0.0027429311084208553
201, 0.0027429311084208553
202, 0.002379186244341987
203, 0.003090450612372954
204, 0.0021505016951468303
205, 0.002191004517502483
206, 0.003361530837978902
207, 0.004459146730246293
208, 0.004459146730246293
209, 0.0020041151171785545
210, 0.004014639551443403
211, 0.0028148441184727892
212, 0.0047151091255882745
213, 0.00252019184038707
214, 0.003116886798956082
215, 0.6936546582288348
216, 0.003180352695630493
217, 0.0041331746155613145
218, 0.8151637009118122
219, 0.003550065607610128
220, 0.7469825644162086
221, 0.004837696129581014
222, 0.0027429311084208553
223, 0.002689830174903359
224, 0.0034930049863397357
225, 0.002888750486176897
226, 0.0034215710596741653
227, 0.0023698079829208686
228, 0.7119425522992977
229, 0.0023396859527508385
230, 0.0030964339297762876
231, 0.005171242506614459
232, 0.0023369439805510884
233, 0.716898861355697
234, 0.003182212559753311
235, 0.002473904979994959
236, 0.0026795269934643635
237, 0.0039808148808422785
238, 0.003510939540145528
239, 0.002638578386055491
240, 0.6380633124225533
241, 0.9994993978401041
242, 0.003935313112192402
243, 0.0033686649743224066
244, 0.003635564353584261
245, 0.00410835362658495
246, 0.003364097241776706
247, 0.7471382584771893
248, 0.0028126330638992823
249, 0.004665232693306112
250, 0.0025982248146812865
251, 0.0033686649743224066
252, 0.002691687777597778
253, 0.005022634046744104
254, 0.0022468317320352054
255, 0.002515527487019468
256, 0.004958244873247247
257, 0.00292136148111448
258, 0.6998502952884984
259, 0.002851014137674071
260, 0.0021881514834919034
261, 0.0027481913848222453
262, 0.0033615532710058274
263, 0.9993501564985333
264, 0.0020312842604637326
265, 0.002341955498938815
266, 0.004004794581647597
267, 0.0022056526129029977
268, 0.6363214317395833
269, 0.0030008994124254124
270, 0.0032985245584078865
271, 0.004216587190739881
272, 0.0023486546874958852
273, 0.003832250272485481
274, 0.003260184275696849
275, 0.003909943571317501
276, 0.6735893769367789
277, 0.002023543574078575
278, 0.6908314337830569
279, 0.004143463789481442
280, 0.00444991217204839
281, 0.0030758500621409536
282, 0.004459146730246293
283, 0.0017709548229225206
284, 0.002033655893731867
285, 0.0046355525512309665
286, 0.0033505078058101837
287, 0.003802969095019501
288, 0.0030930329640336688
289, 0.002948600078850951
290, 0.00274895595956017
291, 0.7469754122142714
292, 0.002747188291816955
293, 0.002854977260448696
294, 0.0030862456765863703
295, 0.0029695363008868493
296, 0.005375252226315318
297, 0.0035017709815317265
298, 0.0033083787833927216
299, 0.6718935866988774
300, 0.002490904121570632
301, 0.002028642942555305
302, 0.002247982495315323
303, 0.9993748250179422
304, 0.004007305820403897
305, 0.0018806416283899073
306, 0.002617744553121067
307, 0.0035017709815317265
308, 0.003091274114137059
309, 0.002497674671933501
310, 0.003090450612372954
311, 0.0035017709815317265
312, 0.0025177426932795305
313, 0.7275019968990595
314, 0.0024244242571404345
315, 0.0028776361673384103
316, 0.0030353047781061025
317, 0.002022510970910381
318, 0.0033686649743224066
319, 0.002431765854203157
320, 0.0024244242571404345
321, 0.00362580957583786
322, 0.001885957253053452
323, 0.003359972823767144
324, 0.0022046007831277893
325, 0.002597259501421717
326, 0.002638578386055491
327, 0.0030195004739434162
328, 0.002191004517502483
329, 0.004586772970158862
330, 0.0035067267615358304
331, 0.003118853981704515
332, 0.003878749900985394
333, 0.0033615532710058274
334, 0.7310354048462187
335, 0.0027465952988464755
336, 0.004833501013533785
337, 0.0033686649743224066
338, 0.003623623532426874
339, 0.003289382351899924
340, 0.75848617039834
341, 0.0027920753377784257
342, 0.0030370214767917224
343, 0.0031810268604139935
344, 0.002495701508274927
345, 0.004849439659908222
346, 0.6890786787594585
347, 0.0027920753377784257
348, 0.004679264060104546
349, 0.9232042313067451
350, 0.002515527487019468
351, 0.002899128214694913
352, 0.0031901334232601773
353, 0.6536008461416136
354, 0.6451734046178281
355, 0.004004794581647597
356, 0.005034591709406552
357, 0.0033615532710058274
358, 0.005348603928238884
359, 0.003878749900985394
360, 0.6874420972409121
361, 0.002381353192871564
362, 0.004834837675549289
363, 0.004494581474982074
364, 0.0028124793850270455
365, 0.6837608802192261
366, 0.0021744345909211656
367, 0.005034591709406552
368, 0.0021637377019236405
369, 0.648082062106859
370, 0.0024913513413016043
371, 0.0037661400943105787
372, 0.003987224490612296
373, 0.0030341209546287094
374, 0.003486059272808157
375, 0.8151554785572571
376, 0.002334479482662503
377, 0.0038690677265925356
378, 0.0035397328932695814
379, 0.0027506124066952143
380, 0.8135364579994588
381, 0.0023538639137704338
382, 0.003363733287785909
